Line no. 	 Token no. 		 Token 		 Lexeme
   1258		   10274		 Digit		       2
   1258		   10275		 Special symbol	       )
   1258		   10276		 Special symbol	       )
   1258		   10277		 Special symbol	       ;
   1259		   10278		 Keyword	      if
   1259		   10279		 Special symbol	       (
   1259		   10280		 Special symbol	       !
   1259		   10281		 Identifier	       b
   1259		   10282		 Identifier	      yy
   1259		   10283		 Identifier	      ch
   1259		   10284		 Identifier	     buf
   1259		   10285		 Special symbol	       )
   1260		   10286		 Identifier	      YY
   1260		   10287		 Identifier	   FATAL
   1260		   10288		 Identifier	   ERROR
   1260		   10289		 Identifier	     out
   1260		   10290		 Identifier	      of
   1260		   10291		 Identifier	 dynamic
   1260		   10292		 Identifier	  memory
   1260		   10293		 Identifier	      in
   1260		   10294		 Identifier	      yy
   1260		   10295		 Identifier	  create
   1260		   10296		 Identifier	  buffer
   1260		   10297		 Special symbol	       )
   1260		   10298		 Special symbol	       )
   1260		   10299		 Special symbol	       ;
   1262		   10300		 Identifier	       b
   1262		   10301		 Identifier	      yy
   1262		   10302		 Identifier	      is
   1262		   10303		 Identifier	     our
   1262		   10304		 Identifier	  buffer
   1262		   10305		 Digit		       1
   1262		   10306		 Special symbol	       ;
   1264		   10307		 Identifier	      yy
   1264		   10308		 Identifier	    init
   1264		   10309		 Identifier	  buffer
   1264		   10310		 Identifier	       b
   1264		   10311		 Identifier	    file
   1264		   10312		 Special symbol	       )
   1264		   10313		 Special symbol	       ;
   1266		   10314		 Keyword	  return
   1266		   10315		 Identifier	       b
   1267		   10316		 Special symbol	       }
   1269		   10317		 Operator	       /
   1269		   10318		 Operator	       *
   1269		   10319		 Operator	       *
   1269		   10320		 Identifier	 Destroy
   1269		   10321		 Identifier	     the
   1269		   10322		 Identifier	  buffer
   1270		   10323		 Operator	       *
   1270		   10324		 Special symbol	       @
   1270		   10325		 Identifier	   param
   1270		   10326		 Identifier	       b
   1270		   10327		 Identifier	       a
   1270		   10328		 Identifier	  buffer
   1270		   10329		 Identifier	 created
   1270		   10330		 Identifier	    with
   1270		   10331		 Identifier	      yy
   1270		   10332		 Identifier	  create
   1270		   10333		 Identifier	  buffer
   1270		   10334		 Special symbol	       )
   1271		   10335		 Operator	       *
   1272		   10336		 Operator	       *
   1272		   10337		 Operator	       /
   1273		   10338		 Identifier	    void
   1273		   10339		 Identifier	      yy
   1273		   10340		 Identifier	  delete
   1273		   10341		 Identifier	  buffer
   1273		   10342		 Special symbol	       (
   1273		   10343		 Identifier	      YY
   1273		   10344		 Identifier	  BUFFER
   1273		   10345		 Identifier	   STATE
   1273		   10346		 Identifier	       b
   1273		   10347		 Special symbol	       )
   1274		   10348		 Special symbol	       {
   1276		   10349		 Keyword	      if
   1276		   10350		 Special symbol	       (
   1276		   10351		 Special symbol	       !
   1276		   10352		 Identifier	       b
   1276		   10353		 Special symbol	       )
   1277		   10354		 Keyword	  return
   1279		   10355		 Keyword	      if
   1279		   10356		 Special symbol	       (
   1279		   10357		 Identifier	       b
   1279		   10358		 Identifier	      YY
   1279		   10359		 Identifier	 CURRENT
   1279		   10360		 Identifier	  BUFFER
   1279		   10361		 Special symbol	       )
   1279		   10362		 Operator	       /
   1279		   10363		 Operator	       *
   1279		   10364		 Identifier	     Not
   1279		   10365		 Identifier	    sure
   1279		   10366		 Keyword	      if
   1279		   10367		 Identifier	      we
   1279		   10368		 Identifier	  should
   1279		   10369		 Identifier	     pop
   1279		   10370		 Identifier	    here
   1279		   10371		 Operator	       *
   1279		   10372		 Operator	       /
   1280		   10373		 Identifier	      YY
   1280		   10374		 Identifier	 CURRENT
   1280		   10375		 Identifier	  BUFFER
   1280		   10376		 Identifier	  LVALUE
   1280		   10377		 Special symbol	       (
   1280		   10378		 Identifier	      YY
   1280		   10379		 Identifier	  BUFFER
   1280		   10380		 Identifier	   STATE
   1280		   10381		 Digit		       0
   1280		   10382		 Special symbol	       ;
   1282		   10383		 Keyword	      if
   1282		   10384		 Special symbol	       (
   1282		   10385		 Identifier	       b
   1282		   10386		 Identifier	      yy
   1282		   10387		 Identifier	      is
   1282		   10388		 Identifier	     our
   1282		   10389		 Identifier	  buffer
   1282		   10390		 Special symbol	       )
   1283		   10391		 Identifier	  yyfree
   1283		   10392		 Special symbol	       (
   1283		   10393		 Identifier	    void
   1283		   10394		 Operator	       *
   1283		   10395		 Special symbol	       )
   1283		   10396		 Identifier	       b
   1283		   10397		 Identifier	      yy
   1283		   10398		 Identifier	      ch
   1283		   10399		 Identifier	     buf
   1283		   10400		 Special symbol	       )
   1283		   10401		 Special symbol	       ;
   1285		   10402		 Identifier	  yyfree
   1285		   10403		 Special symbol	       (
   1285		   10404		 Identifier	    void
   1285		   10405		 Operator	       *
   1285		   10406		 Special symbol	       )
   1285		   10407		 Identifier	       b
   1285		   10408		 Special symbol	       )
   1285		   10409		 Special symbol	       ;
   1286		   10410		 Special symbol	       }
   1288		   10411		 Operator	       /
   1288		   10412		 Operator	       *
   1288		   10413		 Identifier	 Initializes
   1288		   10414		 Identifier	      or
   1288		   10415		 Identifier	 reinitializes
   1288		   10416		 Identifier	       a
   1288		   10417		 Identifier	  buffer
   1289		   10418		 Operator	       *
   1289		   10419		 Identifier	    This
   1289		   10420		 Identifier	 function
   1289		   10421		 Identifier	      is
   1289		   10422		 Identifier	 sometimes
   1289		   10423		 Identifier	  called
   1289		   10424		 Identifier	    more
   1289		   10425		 Identifier	    than
   1289		   10426		 Identifier	    once
   1289		   10427		 Identifier	      on
   1289		   10428		 Identifier	     the
   1289		   10429		 Identifier	    same
   1289		   10430		 Identifier	  buffer
   1290		   10431		 Operator	       *
   1290		   10432		 Identifier	    such
   1290		   10433		 Identifier	      as
   1290		   10434		 Identifier	  during
   1290		   10435		 Identifier	       a
   1290		   10436		 Identifier	 yyrestart
   1290		   10437		 Special symbol	       )
   1290		   10438		 Identifier	      or
   1290		   10439		 Identifier	      at
   1290		   10440		 Identifier	     EOF
   1291		   10441		 Operator	       *
   1291		   10442		 Operator	       /
   1292		   10443		 Keyword	  static
   1292		   10444		 Identifier	    void
   1292		   10445		 Identifier	      yy
   1292		   10446		 Identifier	    init
   1292		   10447		 Identifier	  buffer
   1292		   10448		 Special symbol	       (
   1292		   10449		 Identifier	      YY
   1292		   10450		 Identifier	  BUFFER
   1292		   10451		 Identifier	   STATE
   1292		   10452		 Identifier	       b
   1292		   10453		 Identifier	    FILE
   1292		   10454		 Operator	       *
   1292		   10455		 Identifier	    file
   1292		   10456		 Special symbol	       )
   1294		   10457		 Special symbol	       {
   1295		   10458		 Keyword	     int
   1295		   10459		 Identifier	  oerrno
   1295		   10460		 Identifier	   errno
   1297		   10461		 Identifier	      yy
   1297		   10462		 Identifier	   flush
   1297		   10463		 Identifier	  buffer
   1297		   10464		 Identifier	       b
   1297		   10465		 Special symbol	       )
   1297		   10466		 Special symbol	       ;
   1299		   10467		 Identifier	       b
   1299		   10468		 Identifier	      yy
   1299		   10469		 Identifier	   input
   1299		   10470		 Identifier	    file
   1299		   10471		 Identifier	    file
   1300		   10472		 Identifier	       b
   1300		   10473		 Identifier	      yy
   1300		   10474		 Identifier	    fill
   1300		   10475		 Identifier	  buffer
   1300		   10476		 Digit		       1
   1300		   10477		 Special symbol	       ;
   1302		   10478		 Operator	       /
   1302		   10479		 Operator	       *
   1302		   10480		 Identifier	      If
   1302		   10481		 Identifier	       b
   1302		   10482		 Identifier	      is
   1302		   10483		 Identifier	     the
   1302		   10484		 Identifier	 current
   1302		   10485		 Identifier	  buffer
   1302		   10486		 Identifier	    then
   1302		   10487		 Identifier	      yy
   1302		   10488		 Identifier	    init
   1302		   10489		 Identifier	  buffer
   1302		   10490		 Identifier	     was
   1302		   10491		 Identifier	 probably
   1303		   10492		 Operator	       *
   1303		   10493		 Identifier	  called
   1303		   10494		 Identifier	    from
   1303		   10495		 Identifier	 yyrestart
   1303		   10496		 Special symbol	       )
   1303		   10497		 Identifier	      or
   1303		   10498		 Identifier	 through
   1303		   10499		 Identifier	      yy
   1303		   10500		 Identifier	     get
   1303		   10501		 Identifier	    next
   1303		   10502		 Identifier	  buffer
   1304		   10503		 Operator	       *
   1304		   10504		 Identifier	      In
   1304		   10505		 Identifier	    that
   1304		   10506		 Keyword	    case
   1304		   10507		 Identifier	      we
   1304		   10508		 Identifier	     don
   1304		   10509		 Identifier	       t
   1304		   10510		 Identifier	    want
   1304		   10511		 Identifier	      to
   1304		   10512		 Identifier	   reset
   1304		   10513		 Identifier	     the
   1304		   10514		 Identifier	  lineno
   1304		   10515		 Identifier	      or
   1304		   10516		 Identifier	  column
   1305		   10517		 Operator	       *
   1305		   10518		 Operator	       /
   1306		   10519		 Keyword	      if
   1306		   10520		 Special symbol	       (
   1306		   10521		 Identifier	       b
   1306		   10522		 Special symbol	       !
   1306		   10523		 Identifier	      YY
   1306		   10524		 Identifier	 CURRENT
   1306		   10525		 Identifier	  BUFFER
   1306		   10526		 Special symbol	       {
   1307		   10527		 Identifier	       b
   1307		   10528		 Identifier	      yy
   1307		   10529		 Identifier	      bs
   1307		   10530		 Identifier	  lineno
   1307		   10531		 Digit		       1
   1307		   10532		 Special symbol	       ;
   1308		   10533		 Identifier	       b
   1308		   10534		 Identifier	      yy
   1308		   10535		 Identifier	      bs
   1308		   10536		 Identifier	  column
   1308		   10537		 Digit		       0
   1308		   10538		 Special symbol	       ;
   1309		   10539		 Special symbol	       }
   1311		   10540		 Identifier	       b
   1311		   10541		 Identifier	      yy
   1311		   10542		 Identifier	      is
   1311		   10543		 Identifier	 interactive
   1311		   10544		 Identifier	    file
   1311		   10545		 Special symbol	       ?
   1311		   10546		 Special symbol	       (
   1311		   10547		 Identifier	  isatty
   1311		   10548		 Identifier	  fileno
   1311		   10549		 Identifier	    file
   1311		   10550		 Special symbol	       )
   1311		   10551		 Digit		       0
   1311		   10552		 Special symbol	       )
   1311		   10553		 Digit		       0
   1311		   10554		 Special symbol	       ;
   1313		   10555		 Identifier	   errno
   1313		   10556		 Identifier	  oerrno
   1314		   10557		 Special symbol	       }
   1316		   10558		 Operator	       /
   1316		   10559		 Operator	       *
   1316		   10560		 Operator	       *
   1316		   10561		 Identifier	 Discard
   1316		   10562		 Identifier	     all
   1316		   10563		 Identifier	 buffered
   1316		   10564		 Identifier	 characters
   1316		   10565		 Identifier	      On
   1316		   10566		 Identifier	     the
   1316		   10567		 Identifier	    next
   1316		   10568		 Identifier	    scan
   1316		   10569		 Identifier	      YY
   1316		   10570		 Identifier	   INPUT
   1316		   10571		 Identifier	    will
   1316		   10572		 Identifier	      be
   1316		   10573		 Identifier	  called
   1317		   10574		 Operator	       *
   1317		   10575		 Special symbol	       @
   1317		   10576		 Identifier	   param
   1317		   10577		 Identifier	       b
   1317		   10578		 Identifier	     the
   1317		   10579		 Identifier	  buffer
   1317		   10580		 Identifier	   state
   1317		   10581		 Identifier	      to
   1317		   10582		 Identifier	      be
   1317		   10583		 Identifier	 flushed
   1317		   10584		 Identifier	 usually
   1317		   10585		 Special symbol	       @
   1317		   10586		 Identifier	       c
   1317		   10587		 Identifier	      YY
   1317		   10588		 Identifier	 CURRENT
   1317		   10589		 Identifier	  BUFFER
   1318		   10590		 Operator	       *
   1319		   10591		 Operator	       *
   1319		   10592		 Operator	       /
   1320		   10593		 Identifier	    void
   1320		   10594		 Identifier	      yy
   1320		   10595		 Identifier	   flush
   1320		   10596		 Identifier	  buffer
   1320		   10597		 Special symbol	       (
   1320		   10598		 Identifier	      YY
   1320		   10599		 Identifier	  BUFFER
   1320		   10600		 Identifier	   STATE
   1320		   10601		 Identifier	       b
   1320		   10602		 Special symbol	       )
   1321		   10603		 Special symbol	       {
